blockchain,contract_address,symbol,name,decimals
sei,0x55282e314a6e61bc40a3076bdf001fbf7adc947c,SHIT,SHIT,18
sei,0x3a29b5a75b9234bfba558215636ca607519a241a,CHONK,chonk is flabbergasted,18
sei,0x122c845638bd6359e38db1167d57e0b69f781420,VRYLCKY,VeryLucky,6
sei,0x8766e2c294baf438dd7c466f0dd044da4e2f52d7,ISLD,Rebirth,18
sei,0xa05de15386733c527492ab392d64d8c457411c0e,DECODER,decoder,18
sei,0x65008765ccddf753defedd0f05f81f2b5c1350e7,LOL,LOL,18
sei,0xf5eb338960b5424521e86054dbe18ce828b62aaa,DEX,DragonSwap,18
sei,0x6b92994f5d5d7d36608bded50724282f1e58fbb1,NINJA,$NINJA,18
sei,0xf074584d7a45b24208b90f656697212b9997589d,Test,Test,18
sei,0x160345fc359604fc6e70e3c5facbde5f7a9342d8,WETH,Bridged Wrapped Ether (Stargate),18
sei,0x263090d507377f47e944c4da0d4ed2eebecf59dd,SeilorV2,SeilorV2,18
sei,0x486c965653ef988b8bc6cd27a9f96fa2add37728,BOSEI,BOSS on SEI,18
sei,0x52ceb1e5d1a7f5c741ff1b26c87964d02081ebfa,MTOM,Mac Tom,18
sei,0xd0c7edf2109be009364ac3db76c6fe8a75728657,SHISHO,LORD SHISHO,6
sei,0x0a8242daa2859eb737477238fac15a03a7dbe98c,FLU,Flu Token,18
sei,0x8033fffe30457ded8e78369a5dfcfe98ff435a5a,WEI,WEI TOKEN,18
sei,0xda74e4855e0c04aeabfcd44e97a971cffa14b192,SDOG,Sei Dog,18
sei,0x69f69d372d6870c6adb1f7025feef418b9774d2c,SAFE,Safe Sei,18
sei,0xea75ef2b74e9c2f628839a25dfe31379f65aaf0c,SEIMBA,Seimba,18
sei,0x626ed48b39a4d8c1c02e19679c74c78f8bc5cbd9,MAGA,MAGA,18
sei,0xf8d5a68bb2acf50bca2a07f616035dcb4c1c283a,BAAMBYBAAMBY,BAAMBY,18
sei,0xb4d781dfc92eb7794c05be35097d2a2122b357e9,BADDIE,BADDIE,18
sei,0x499de0226538c174cf927971a7d380bad682f5c4,IDK,idk,18
sei,0x5da0459e66df14765b2ab51ce147f304ce7facb7,SEIRUM,Seirum,18
sei,0x5bff88ca1442c2496f7e475e9e7786383bc070c0,sFRAX,Staked Frax USD,18
sei,0xa08fa427beaab09b61fb7d7c88ab37941dcf1fc5,Dub,DUB,18
sei,0x9d2a7d7923f52d6c59eaeac60f72059f21c7f097,TestL,TestL,18
sei,0x019ea1347bd9bc912c0221d24983a74e9386b794,GOKU,Gokucity Token,18
sei,0xdf943c12e0742c890a34795e8decb388c13fd9f2,GAYAT,GAY,18
sei,0xd229c361da0465dd71dc99c304b4a5e89e97224b,JE,Assan,18
